Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Density (g/cc)	
155	 940	A	 17	X	 1	  37.2	     142.972	         1.907	
155	 940	A	 17	X	 1	  39.5	     142.995	         1.966	
155	 940	A	 17	X	 1	  42.1	     143.021	         2.004	
155	 940	A	 17	X	 1	  43.0	     143.030	         2.020	
155	 940	A	 17	X	 1	  45.3	     143.053	         2.002	
155	 940	A	 17	X	 1	  47.0	     143.070	         1.973	
155	 940	A	 17	X	 1	  49.1	     143.091	         2.007	
155	 940	A	 17	X	 1	  51.4	     143.114	         1.992	
155	 940	A	 17	X	 1	  52.0	     143.120	         1.975	
155	 940	A	 17	X	 1	  54.7	     143.147	         2.007	
155	 940	A	 17	X	 1	  57.0	     143.170	         1.989	
155	 940	A	 17	X	 1	  57.9	     143.179	         2.064	
155	 940	A	 17	X	 1	  60.3	     143.203	         2.075	
155	 940	A	 17	X	 1	  62.0	     143.220	         2.091	
155	 940	A	 17	X	 1	  63.1	     143.231	         2.066	
155	 940	A	 17	X	 1	  65.4	     143.254	         2.007	
155	 940	A	 17	X	 1	  67.4	     143.274	         2.029	
155	 940	A	 17	X	 1	  69.6	     143.296	         2.026	
155	 940	A	 17	X	 1	  72.0	     143.320	         1.986	
155	 940	A	 17	X	 1	  73.5	     143.335	         2.040	
155	 940	A	 17	X	 1	  75.8	     143.358	         2.072	
155	 940	A	 17	X	 1	  77.1	     143.371	         2.043	
155	 940	A	 17	X	 1	  77.6	     143.376	         2.071	
155	 940	A	 17	X	 1	  79.0	     143.390	         2.049	
155	 940	A	 17	X	 1	  82.0	     143.420	         1.714	
155	 940	A	 17	X	 1	  83.4	     143.434	         1.742	
155	 940	A	 17	X	 1	  85.7	     143.457	         1.719	
155	 940	A	 17	X	 1	  87.0	     143.470	         1.691	
155	 940	A	 17	X	 1	  87.6	     143.476	         1.699	
155	 940	A	 17	X	 1	  90.1	     143.501	         1.657	
155	 940	A	 17	X	 1	  92.0	     143.520	         1.320	
155	 940	A	 17	X	 1	  94.0	     143.540	         1.127	
155	 940	A	 17	X	 1	  96.3	     143.563	         1.670	
155	 940	A	 17	X	 1	  97.0	     143.570	         1.638	
155	 940	A	 17	X	 1	  98.2	     143.582	         1.655	
155	 940	A	 17	X	 1	 100.4	     143.604	         1.705	
155	 940	A	 17	X	 1	 102.0	     143.620	         1.683	
155	 940	A	 17	X	 1	 102.6	     143.626	         1.693	
155	 940	A	 17	X	 1	 104.7	     143.647	         1.670	
155	 940	A	 17	X	 1	 107.1	     143.671	         1.679	
155	 940	A	 17	X	 1	 109.1	     143.691	         1.655	
155	 940	A	 17	X	 1	 111.3	     143.713	         1.609	
155	 940	A	 17	X	 1	 113.9	     143.739	         1.636	
155	 940	A	 17	X	 1	 116.0	     143.760	         1.756	
155	 940	A	 17	X	 1	 118.5	     143.785	         1.722	
155	 940	A	 17	X	 1	 120.6	     143.806	         1.635	
155	 940	A	 17	X	 1	 123.4	     143.834	         1.559	
155	 940	A	 17	X	 1	 125.5	     143.855	         1.579	
155	 940	A	 17	X	 1	 127.7	     143.877	         1.602	
155	 940	A	 17	X	 1	 130.1	     143.901	         1.660	
155	 940	A	 17	X	 1	 132.6	     143.926	         1.773	
155	 940	A	 17	X	 1	 134.9	     143.949	         1.793	
155	 940	A	 17	X	 1	 137.2	     143.972	         1.772	
155	 940	A	 17	X	 1	 139.1	     143.991	         1.868	
155	 940	A	 17	X	 1	 141.5	     144.015	         1.862	
155	 940	A	 17	X	 1	 144.0	     144.040	         1.695	
155	 940	A	 17	X	 1	 146.4	     144.064	         1.657	
155	 940	A	 17	X	 2	   4.0	     144.140	         1.542	
155	 940	A	 17	X	 2	   7.0	     144.170	         1.619	
155	 940	A	 17	X	 2	  11.0	     144.210	         1.637	
155	 940	A	 17	X	 2	  12.1	     144.221	         1.360	
155	 940	A	 17	X	 2	  12.8	     144.228	         0.759	
155	 940	A	 17	X	 2	  15.0	     144.250	         0.856	
155	 940	A	 17	X	 2	  17.0	     144.270	         0.892	
155	 940	A	 17	X	 2	  19.0	     144.290	         1.426	
155	 940	A	 17	X	 2	  21.4	     144.314	         1.435	
155	 940	A	 17	X	 2	  22.0	     144.320	         1.178	
155	 940	A	 17	X	 2	  23.3	     144.333	         1.306	
155	 940	A	 17	X	 2	  25.6	     144.356	         1.315	
155	 940	A	 17	X	 2	  27.0	     144.370	         1.220	
155	 940	A	 17	X	 2	  27.6	     144.376	         1.326	
155	 940	A	 17	X	 2	  29.7	     144.397	         1.576	
155	 940	A	 17	X	 2	  32.0	     144.420	         1.559	
155	 940	A	 17	X	 2	  33.7	     144.437	         1.580	
155	 940	A	 17	X	 2	  36.0	     144.460	         1.524	
155	 940	A	 17	X	 2	  37.0	     144.470	         1.618	
155	 940	A	 17	X	 2	  37.9	     144.479	         1.591	
155	 940	A	 17	X	 2	  40.3	     144.503	         1.658	
155	 940	A	 17	X	 2	  42.1	     144.521	         1.624	
155	 940	A	 17	X	 2	  44.3	     144.543	         1.703	
155	 940	A	 17	X	 2	  47.0	     144.570	         1.646	
155	 940	A	 17	X	 2	  48.7	     144.587	         1.680	
155	 940	A	 17	X	 2	  51.0	     144.610	         1.705	
155	 940	A	 17	X	 2	  52.0	     144.620	         1.657	
155	 940	A	 17	X	 2	  52.8	     144.628	         1.729	
155	 940	A	 17	X	 2	  55.0	     144.650	         1.634	
155	 940	A	 17	X	 2	  57.0	     144.670	         1.568	
155	 940	A	 17	X	 2	  58.6	     144.686	         1.527	
155	 940	A	 17	X	 2	  61.0	     144.710	         1.647	
155	 940	A	 17	X	 2	  62.0	     144.720	         1.710	
155	 940	A	 17	X	 2	  62.7	     144.727	         1.571	
155	 940	A	 17	X	 2	  65.1	     144.751	         1.472	
155	 940	A	 17	X	 2	  67.0	     144.770	         1.387	
155	 940	A	 17	X	 2	  69.0	     144.790	         1.547	
155	 940	A	 17	X	 2	  72.1	     144.821	         1.245	
155	 940	A	 17	X	 2	  73.3	     144.833	         1.457	
155	 940	A	 17	X	 2	  75.7	     144.857	         1.534	
155	 940	A	 17	X	 2	  77.3	     144.873	         1.585	
155	 940	A	 17	X	 2	  79.0	     144.890	         1.545	
155	 940	A	 17	X	 2	  79.5	     144.895	         1.674	
155	 940	A	 17	X	 2	  82.0	     144.920	         1.709	
155	 940	A	 17	X	 2	  83.6	     144.936	         1.567	
155	 940	A	 17	X	 2	  85.8	     144.958	         1.544	
155	 940	A	 17	X	 2	  87.0	     144.970	         1.574	
155	 940	A	 17	X	 2	  87.6	     144.976	         1.556	
155	 940	A	 17	X	 2	  90.0	     145.000	         1.561	
155	 940	A	 17	X	 2	  92.0	     145.020	         1.603	
155	 940	A	 17	X	 2	  93.9	     145.039	         1.568	
155	 940	A	 17	X	 2	  96.2	     145.062	         1.538	
155	 940	A	 17	X	 2	  97.0	     145.070	         1.589	
155	 940	A	 17	X	 2	  98.1	     145.081	         1.579	
155	 940	A	 17	X	 2	 100.3	     145.103	         1.599	
155	 940	A	 17	X	 2	 102.1	     145.121	         1.659	
155	 940	A	 17	X	 2	 104.6	     145.146	         1.667	
155	 940	A	 17	X	 2	 106.8	     145.168	         1.688	
155	 940	A	 17	X	 2	 109.0	     145.190	         1.620	
155	 940	A	 17	X	 2	 111.5	     145.215	         1.549	
155	 940	A	 17	X	 2	 113.8	     145.238	         1.536	
155	 940	A	 17	X	 2	 116.0	     145.260	         1.642	
155	 940	A	 17	X	 2	 118.5	     145.285	         1.595	
155	 940	A	 17	X	 2	 120.7	     145.307	         1.620	
155	 940	A	 17	X	 2	 123.1	     145.331	         1.562	
155	 940	A	 17	X	 2	 125.4	     145.354	         1.516	
155	 940	A	 17	X	 2	 127.8	     145.378	         1.558	
155	 940	A	 17	X	 2	 130.1	     145.401	         1.443	
155	 940	A	 17	X	 2	 132.4	     145.424	         1.527	
155	 940	A	 17	X	 2	 134.7	     145.447	         1.022	
155	 940	A	 17	X	 2	 137.3	     145.473	         0.507	
155	 940	A	 17	X	 2	 139.1	     145.491	         0.487	
155	 940	A	 17	X	 2	 141.5	     145.515	         0.313	
155	 940	A	 17	X	 2	 143.8	     145.538	         0.324	
155	 940	A	 17	X	 2	 146.1	     145.561	         0.291	
155	 940	A	 17	X	 4	   4.2	     147.142	         1.881	
155	 940	A	 17	X	 4	   7.0	     147.170	         1.921	
155	 940	A	 17	X	 4	   8.9	     147.189	         1.889	
155	 940	A	 17	X	 4	  11.3	     147.213	         1.925	
155	 940	A	 17	X	 4	  12.0	     147.220	         1.925	
155	 940	A	 17	X	 4	  12.9	     147.229	         1.964	
155	 940	A	 17	X	 4	  15.4	     147.254	         1.899	
155	 940	A	 17	X	 4	  17.0	     147.270	         1.911	
155	 940	A	 17	X	 4	  19.3	     147.293	         1.928	
155	 940	A	 17	X	 4	  22.0	     147.320	         1.880	
155	 940	A	 17	X	 4	  23.7	     147.337	         1.707	
155	 940	A	 17	X	 4	  25.9	     147.359	         1.922	
155	 940	A	 17	X	 4	  27.6	     147.376	         1.757	
155	 940	A	 17	X	 4	  30.0	     147.400	         1.867	
155	 940	A	 17	X	 4	  32.0	     147.420	         1.834	
155	 940	A	 17	X	 4	  34.0	     147.440	         1.855	
155	 940	A	 17	X	 4	  36.3	     147.463	         1.863	
155	 940	A	 17	X	 4	  37.0	     147.470	         1.904	
155	 940	A	 17	X	 4	  38.1	     147.481	         1.982	
155	 940	A	 17	X	 4	  40.4	     147.504	         1.988	
155	 940	A	 17	X	 4	  42.1	     147.521	         1.953	
155	 940	A	 17	X	 4	  42.5	     147.525	         1.911	
155	 940	A	 17	X	 4	  44.7	     147.547	         1.942	
155	 940	A	 17	X	 4	  47.0	     147.570	         1.937	
155	 940	A	 17	X	 4	  49.1	     147.591	         1.911	
155	 940	A	 17	X	 4	  51.3	     147.613	         1.933	
155	 940	A	 17	X	 4	  52.0	     147.620	         1.921	
155	 940	A	 17	X	 4	  53.0	     147.630	         1.788	
155	 940	A	 17	X	 4	  55.4	     147.654	         1.854	
155	 940	A	 17	X	 4	  57.1	     147.671	         1.937	
155	 940	A	 17	X	 4	  59.4	     147.694	         1.885	
155	 940	A	 17	X	 4	  62.0	     147.720	         1.907	
155	 940	A	 17	X	 4	  62.6	     147.726	         1.962	
155	 940	A	 17	X	 4	  64.9	     147.749	         1.924	
155	 940	A	 17	X	 4	  67.0	     147.770	         1.984	
155	 940	A	 17	X	 4	  67.9	     147.779	         1.891	
155	 940	A	 17	X	 4	  70.3	     147.803	         1.888	
155	 940	A	 17	X	 4	  72.3	     147.823	         1.665	
155	 940	A	 17	X	 4	  74.5	     147.845	         1.713	
155	 940	A	 17	X	 4	  77.0	     147.870	         1.789	
155	 940	A	 17	X	 4	  79.0	     147.890	         1.769	
155	 940	A	 17	X	 4	  80.8	     147.908	         1.715	
155	 940	A	 17	X	 4	  82.0	     147.920	         1.734	
155	 940	A	 17	X	 4	  82.5	     147.925	         1.701	
155	 940	A	 17	X	 4	  84.8	     147.948	         1.636	
155	 940	A	 17	X	 4	  87.0	     147.970	         1.615	
155	 940	A	 17	X	 4	  88.8	     147.988	         1.674	
155	 940	A	 17	X	 4	  91.2	     148.012	         1.690	
155	 940	A	 17	X	 4	  92.0	     148.020	         1.673	
155	 940	A	 17	X	 4	  92.9	     148.029	         1.716	
155	 940	A	 17	X	 4	  95.2	     148.052	         1.661	
155	 940	A	 17	X	 4	  97.0	     148.070	         1.635	
155	 940	A	 17	X	 4	  99.3	     148.093	         1.676	
155	 940	A	 17	X	 4	 102.0	     148.120	         1.669	
155	 940	A	 17	X	 4	 103.5	     148.135	         1.632	
155	 940	A	 17	X	 4	 105.9	     148.159	         1.667	
155	 940	A	 17	X	 4	 107.0	     148.170	         1.657	
155	 940	A	 17	X	 4	 107.7	     148.177	         1.633	
155	 940	A	 17	X	 4	 109.0	     148.190	         1.669	
155	 940	A	 17	X	 4	 109.6	     148.196	         1.582	
155	 940	A	 17	X	 4	 111.9	     148.219	         1.541	
155	 940	A	 17	X	 4	 114.3	     148.243	         1.652	
155	 940	A	 17	X	 4	 116.6	     148.266	         1.608	
155	 940	A	 17	X	 4	 118.9	     148.289	         1.667	
155	 940	A	 17	X	 4	 121.3	     148.313	         1.671	
155	 940	A	 17	X	 4	 123.7	     148.337	         1.599	
155	 940	A	 17	X	 4	 126.1	     148.361	         1.656	
155	 940	A	 17	X	 4	 128.5	     148.385	         1.635	
155	 940	A	 17	X	 4	 130.8	     148.408	         1.610	
155	 940	A	 17	X	 4	 133.0	     148.430	         1.635	
155	 940	A	 17	X	 4	 135.4	     148.454	         1.603	
155	 940	A	 17	X	 4	 137.8	     148.478	         1.477	
155	 940	A	 17	X	 4	 139.1	     148.491	         1.513	
155	 940	A	 17	X	 4	 139.8	     148.498	         1.758	
155	 940	A	 17	X	 4	 142.1	     148.521	         1.819	
155	 940	A	 17	X	 4	 144.4	     148.544	         1.746	
155	 940	A	 17	X	 4	 146.8	     148.568	         0.695	
155	 940	A	 17	X	 5	   4.2	     148.642	         1.751	
155	 940	A	 17	X	 5	   7.0	     148.670	         1.796	
155	 940	A	 17	X	 5	   9.0	     148.690	         1.713	
155	 940	A	 17	X	 5	  11.2	     148.712	         1.533	
155	 940	A	 17	X	 5	  12.1	     148.721	         1.513	
155	 940	A	 17	X	 5	  12.8	     148.728	         1.560	
155	 940	A	 17	X	 5	  15.4	     148.754	         1.605	
155	 940	A	 17	X	 5	  17.0	     148.770	         1.573	
155	 940	A	 17	X	 5	  19.3	     148.793	         1.756	
155	 940	A	 17	X	 5	  22.0	     148.820	         1.794	
155	 940	A	 17	X	 5	  23.3	     148.833	         1.760	
155	 940	A	 17	X	 5	  25.7	     148.857	         1.711	
155	 940	A	 17	X	 5	  27.1	     148.871	         1.722	
155	 940	A	 17	X	 5	  27.7	     148.877	         1.730	
155	 940	A	 17	X	 5	  29.8	     148.898	         1.767	
155	 940	A	 17	X	 5	  32.2	     148.922	         1.670	
155	 940	A	 17	X	 5	  34.8	     148.948	         1.718	
155	 940	A	 17	X	 5	  36.9	     148.969	         1.674	
155	 940	A	 17	X	 5	  39.2	     148.992	         1.708	
155	 940	A	 17	X	 5	  41.7	     149.017	         1.673	
155	 940	A	 17	X	 5	  44.0	     149.040	         1.731	
155	 940	A	 17	X	 5	  46.3	     149.063	         1.828	
155	 940	A	 17	X	 5	  48.7	     149.087	         1.775	
155	 940	A	 17	X	 5	  51.1	     149.111	         1.752	
155	 940	A	 17	X	 5	  53.5	     149.135	         1.725	
155	 940	A	 17	X	 5	  55.6	     149.156	         1.754	
155	 940	A	 17	X	 5	  57.9	     149.179	         1.728	
155	 940	A	 17	X	 5	  60.6	     149.206	         1.780	
155	 940	A	 17	X	 5	  62.7	     149.227	         1.762	
155	 940	A	 17	X	 5	  65.0	     149.250	         1.748	
155	 940	A	 17	X	 5	  67.3	     149.273	         1.831	
155	 940	A	 17	X	 5	  69.8	     149.298	         1.413	
155	 940	A	 18	X	 1	   4.0	     152.240	         1.700	
155	 940	A	 18	X	 1	   7.0	     152.270	         1.594	
155	 940	A	 18	X	 1	   8.6	     152.286	         1.633	
155	 940	A	 18	X	 1	  11.3	     152.313	         1.664	
155	 940	A	 18	X	 1	  12.1	     152.321	         1.723	
155	 940	A	 18	X	 1	  12.9	     152.329	         1.630	
155	 940	A	 18	X	 1	  15.0	     152.350	         1.627	
155	 940	A	 18	X	 1	  17.0	     152.370	         1.556	
155	 940	A	 18	X	 1	  19.3	     152.393	         1.580	
155	 940	A	 18	X	 1	  22.0	     152.420	         1.627	
155	 940	A	 18	X	 1	  23.4	     152.434	         1.699	
155	 940	A	 18	X	 1	  25.6	     152.456	         1.803	
155	 940	A	 18	X	 1	  27.1	     152.471	         1.761	
155	 940	A	 18	X	 1	  27.6	     152.476	         1.676	
155	 940	A	 18	X	 1	  29.8	     152.498	         1.732	
155	 940	A	 18	X	 1	  32.0	     152.520	         1.642	
155	 940	A	 18	X	 1	  34.0	     152.540	         1.613	
155	 940	A	 18	X	 1	  36.2	     152.562	         1.716	
155	 940	A	 18	X	 1	  37.0	     152.570	         1.709	
155	 940	A	 18	X	 1	  38.1	     152.581	         1.696	
155	 940	A	 18	X	 1	  40.3	     152.603	         1.635	
155	 940	A	 18	X	 1	  42.1	     152.621	         1.641	
155	 940	A	 18	X	 1	  44.5	     152.645	         1.630	
155	 940	A	 18	X	 1	  47.0	     152.670	         1.734	
155	 940	A	 18	X	 1	  48.3	     152.683	         1.765	
155	 940	A	 18	X	 1	  50.8	     152.708	         1.748	
155	 940	A	 18	X	 1	  52.0	     152.720	         1.649	
155	 940	A	 18	X	 1	  54.8	     152.748	         1.756	
155	 940	A	 18	X	 1	  57.0	     152.770	         1.814	
155	 940	A	 18	X	 1	  59.0	     152.790	         1.848	
155	 940	A	 18	X	 1	  61.4	     152.814	         1.811	
155	 940	A	 18	X	 1	  62.0	     152.820	         1.822	
155	 940	A	 18	X	 1	  64.7	     152.847	         1.754	
155	 940	A	 18	X	 1	  67.0	     152.870	         1.757	
155	 940	A	 18	X	 1	  68.9	     152.889	         1.811	
155	 940	A	 18	X	 1	  71.1	     152.911	         1.714	
155	 940	A	 18	X	 1	  72.1	     152.921	         1.786	
155	 940	A	 18	X	 1	  72.8	     152.928	         1.772	
155	 940	A	 18	X	 1	  75.3	     152.953	         1.751	
155	 940	A	 18	X	 1	  77.1	     152.971	         1.737	
155	 940	A	 18	X	 1	  78.9	     152.989	         1.766	
155	 940	A	 18	X	 1	  81.4	     153.014	         1.727	
155	 940	A	 18	X	 1	  82.0	     153.020	         1.679	
155	 940	A	 18	X	 1	  82.8	     153.028	         1.720	
155	 940	A	 18	X	 1	  85.2	     153.052	         1.764	
155	 940	A	 18	X	 1	  87.1	     153.071	         1.742	
155	 940	A	 18	X	 1	  89.5	     153.095	         1.697	
155	 940	A	 18	X	 1	  92.0	     153.120	         1.724	
155	 940	A	 18	X	 1	  93.3	     153.133	         1.740	
155	 940	A	 18	X	 1	  95.8	     153.158	         1.721	
155	 940	A	 18	X	 1	  97.0	     153.170	         1.745	
155	 940	A	 18	X	 1	  97.6	     153.176	         1.736	
155	 940	A	 18	X	 1	  99.8	     153.198	         1.698	
155	 940	A	 18	X	 1	 102.0	     153.220	         1.740	
155	 940	A	 18	X	 1	 104.1	     153.241	         1.737	
155	 940	A	 18	X	 1	 106.4	     153.264	         1.761	
155	 940	A	 18	X	 1	 109.0	     153.290	         1.768	
155	 940	A	 18	X	 1	 110.6	     153.306	         1.735	
155	 940	A	 18	X	 1	 113.2	     153.332	         1.753	
155	 940	A	 18	X	 1	 115.4	     153.354	         1.740	
155	 940	A	 18	X	 1	 117.8	     153.378	         1.700	
155	 940	A	 18	X	 1	 120.1	     153.401	         1.588	
155	 940	A	 18	X	 1	 122.6	     153.426	         1.643	
155	 940	A	 18	X	 1	 124.9	     153.449	         1.652	
155	 940	A	 18	X	 1	 127.1	     153.471	         1.725	
155	 940	A	 18	X	 1	 129.6	     153.496	         1.908	
155	 940	A	 18	X	 1	 132.0	     153.520	         1.654	
155	 940	A	 18	X	 1	 134.2	     153.542	         1.721	
155	 940	A	 18	X	 1	 136.5	     153.565	         1.789	
155	 940	A	 18	X	 1	 139.1	     153.591	         1.894	
155	 940	A	 18	X	 1	 141.0	     153.610	         1.798	
155	 940	A	 18	X	 1	 143.3	     153.633	         1.775	
155	 940	A	 18	X	 1	 145.9	     153.659	         1.421	
155	 940	A	 18	X	 2	   4.1	     153.741	         1.725	
155	 940	A	 18	X	 2	   7.0	     153.770	         1.713	
155	 940	A	 18	X	 2	   8.9	     153.789	         1.646	
155	 940	A	 18	X	 2	  11.2	     153.812	         1.676	
155	 940	A	 18	X	 2	  12.1	     153.821	         1.669	
155	 940	A	 18	X	 2	  12.8	     153.828	         1.777	
155	 940	A	 18	X	 2	  15.3	     153.853	         1.724	
155	 940	A	 18	X	 2	  17.0	     153.870	         1.689	
155	 940	A	 18	X	 2	  19.2	     153.892	         1.682	
155	 940	A	 18	X	 2	  22.0	     153.920	         1.596	
155	 940	A	 18	X	 2	  23.4	     153.934	         1.700	
155	 940	A	 18	X	 2	  25.7	     153.957	         1.668	
155	 940	A	 18	X	 2	  27.1	     153.971	         1.638	
155	 940	A	 18	X	 2	  27.8	     153.978	         1.667	
155	 940	A	 18	X	 2	  30.0	     154.000	         1.664	
155	 940	A	 18	X	 2	  32.1	     154.021	         1.670	
155	 940	A	 18	X	 2	  34.0	     154.040	         1.715	
155	 940	A	 18	X	 2	  36.2	     154.062	         1.657	
155	 940	A	 18	X	 2	  36.9	     154.069	         1.704	
155	 940	A	 18	X	 2	  38.1	     154.081	         1.691	
155	 940	A	 18	X	 2	  40.4	     154.104	         1.697	
155	 940	A	 18	X	 2	  42.1	     154.121	         1.700	
155	 940	A	 18	X	 2	  44.7	     154.147	         1.730	
155	 940	A	 18	X	 2	  47.0	     154.170	         1.687	
155	 940	A	 18	X	 2	  48.7	     154.187	         1.722	
155	 940	A	 18	X	 2	  51.0	     154.210	         1.753	
